Date,Adj Close,Close,High,Low,Open,Volume
2025-02-25T14:30:00,,216.35000610351562,216.39999389648438,216.19000244140625,216.35000610351562,792979.0
2025-02-25T14:31:00,,216.10000610351562,216.32000732421875,215.92999267578125,216.2899932861328,117412.0
2025-02-25T14:32:00,,216.7100067138672,216.75999450683594,216.22000122070312,216.22000122070312,84873.0
2025-02-25T14:33:00,,217.08999633789062,217.08999633789062,216.6199951171875,217.08999633789062,116507.0
2025-02-25T14:34:00,,216.9499969482422,217.1699981689453,216.9199981689453,216.9499969482422,161201.0
2025-02-25T14:35:00,,216.94000244140625,217.11990356445312,216.85000610351562,216.94000244140625,63020.0
2025-02-25T14:36:00,,216.91000366210938,217.0850067138672,216.77000427246094,216.9499969482422,151451.0
2025-02-25T14:37:00,,216.61000061035156,216.91009521484375,216.47999572753906,216.91000366210938,68407.0
2025-02-25T14:38:00,,216.66000366210938,216.66000366210938,216.5399932861328,216.60000610351562,76849.0
2025-02-25T14:39:00,,217.22999572753906,217.27000427246094,216.67999267578125,216.69000244140625,92319.0
2025-02-25T14:40:00,,216.75999450683594,217.24000549316406,216.74000549316406,217.22999572753906,63798.0
2025-02-25T14:41:00,,216.77999877929688,216.8300018310547,216.6199951171875,216.77999877929688,79103.0
2025-02-25T14:42:00,,216.89999389648438,217.13999938964844,216.7899932861328,216.8000030517578,119582.0
2025-02-25T14:43:00,,216.6699981689453,217.0,216.6699981689453,216.6699981689453,30375.0
2025-02-25T14:44:00,,216.47999572753906,216.69000244140625,216.42999267578125,216.6649932861328,66608.0
2025-02-25T14:45:00,,216.63999938964844,216.66000366210938,216.3800048828125,216.4600067138672,76233.0
2025-02-25T14:46:00,,216.5,216.8509979248047,216.5,216.63999938964844,615706.0
2025-02-25T14:47:00,,216.47999572753906,216.47999572753906,216.47999572753906,216.47999572753906,69779.0
2025-02-25T14:48:00,,216.7100067138672,216.77000427246094,216.49000549316406,216.49000549316406,356875.0
2025-02-25T14:49:00,,216.5800018310547,216.84979248046875,216.5,216.72000122070312,45297.0
2025-02-25T14:50:00,,216.5800018310547,216.69000244140625,216.41000366210938,216.60000610351562,55912.0
2025-02-25T14:51:00,,216.41000366210938,216.58999633789062,216.32000732421875,216.5800018310547,51864.0
2025-02-25T14:52:00,,215.93499755859375,216.3800048828125,215.92999267578125,216.36000061035156,0.0
2025-02-25T14:53:00,,215.91000366210938,215.94500732421875,215.7404022216797,215.93499755859375,133972.0
2025-02-25T14:54:00,,215.7949981689453,215.97000122070312,215.75,215.88999938964844,37548.0
2025-02-25T14:55:00,,215.99000549316406,216.1649932861328,215.75999450683594,215.7899932861328,96495.0
2025-02-25T14:56:00,,216.1199951171875,216.27000427246094,215.88999938964844,215.9700927734375,141865.0
2025-02-25T14:57:00,,216.39999389648438,216.4199981689453,216.1199951171875,216.39999389648438,131751.0
2025-02-25T14:58:00,,215.8699951171875,216.39999389648438,215.8699951171875,216.39999389648438,82362.0
2025-02-25T14:59:00,,216.10000610351562,216.1699981689453,215.86500549316406,215.86500549316406,52665.0
2025-02-25T15:00:00,,215.52999877929688,216.1199951171875,215.49000549316406,216.1199951171875,228521.0
2025-02-25T15:01:00,,215.4499969482422,215.5800018310547,215.42999267578125,215.5500030517578,98442.0
2025-02-25T15:02:00,,215.42990112304688,215.61000061035156,215.35000610351562,215.4499969482422,192030.0
2025-02-25T15:03:00,,215.15499877929688,215.41000366210938,215.1199951171875,215.41000366210938,229400.0
2025-02-25T15:04:00,,215.1999969482422,215.27000427246094,214.8800048828125,215.1999969482422,159103.0
2025-02-25T15:05:00,,215.10000610351562,215.5,215.0,215.1999969482422,130932.0
2025-02-25T15:06:00,,215.42100524902344,215.42100524902344,215.0500946044922,215.0800018310547,168659.0
2025-02-25T15:07:00,,215.33999633789062,215.33999633789062,215.33999633789062,215.33999633789062,0.0
2025-02-25T14:30:00,,216.35000610351562,216.39999389648438,216.19000244140625,216.35000610351562,792979.0
2025-02-25T14:31:00,,216.10000610351562,216.32000732421875,215.92999267578125,216.2899932861328,117412.0
2025-02-25T14:32:00,,216.7100067138672,216.75999450683594,216.22000122070312,216.22000122070312,84873.0
2025-02-25T14:33:00,,217.08999633789062,217.08999633789062,216.6199951171875,217.08999633789062,116507.0
2025-02-25T14:34:00,,216.9499969482422,217.1699981689453,216.9199981689453,216.9499969482422,161201.0
2025-02-25T14:35:00,,216.94000244140625,217.11990356445312,216.85000610351562,216.94000244140625,63020.0
2025-02-25T14:36:00,,216.91000366210938,217.0850067138672,216.77000427246094,216.9499969482422,151451.0
2025-02-25T14:37:00,,216.61000061035156,216.91009521484375,216.47999572753906,216.91000366210938,68407.0
2025-02-25T14:38:00,,216.66000366210938,216.66000366210938,216.5399932861328,216.60000610351562,76849.0
2025-02-25T14:39:00,,217.22999572753906,217.27000427246094,216.67999267578125,216.69000244140625,92319.0
2025-02-25T14:40:00,,216.75999450683594,217.24000549316406,216.74000549316406,217.22999572753906,63798.0
2025-02-25T14:41:00,,216.77999877929688,216.8300018310547,216.6199951171875,216.77999877929688,79103.0
2025-02-25T14:42:00,,216.89999389648438,217.13999938964844,216.7899932861328,216.8000030517578,119582.0
2025-02-25T14:43:00,,216.6699981689453,217.0,216.6699981689453,216.6699981689453,30375.0
2025-02-25T14:44:00,,216.47999572753906,216.69000244140625,216.42999267578125,216.6649932861328,66608.0
2025-02-25T14:45:00,,216.63999938964844,216.66000366210938,216.3800048828125,216.4600067138672,76233.0
